0,0
0.000125016,0
0.000250031,8.81517e-11
0.000375047,3.27748e-10
0.000500063,7.62158e-10
0.000625078,1.43372e-09
0.000750094,2.38778e-09
0.000875109,3.66575e-09
0.00100013,5.30533e-09
0.00112514,7.34537e-09
0.00125016,9.82502e-09
0.00137517,1.2781e-08
0.00150019,1.62491e-08
0.0016252,2.02663e-08
0.00175022,2.48687e-08
0.00187523,3.0091e-08
0.00200025,3.59682e-08
0.00212527,4.25355e-08
0.00225028,4.98274e-08
0.0023753,5.78776e-08
0.00250031,6.67204e-08
0.00262533,7.63898e-08
0.00275034,8.69188e-08
0.00287536,9.83409e-08
0.00300038,1.10691e-07
0.00312539,1.24003e-07
0.00325041,1.38312e-07
0.00337542,1.53649e-07
0.00350044,1.70041e-07
0.00362545,1.8751e-07
0.00375047,2.06077e-07
0.00387548,2.25776e-07
0.0040005,2.46651e-07
0.00412552,2.68749e-07
0.00425053,2.92115e-07
0.00437555,3.16792e-07
0.00450056,3.42823e-07
0.00462558,3.70249e-07
0.00475059,3.99107e-07
0.00487561,4.29429e-07
0.00500063,4.61242e-07
0.00512564,4.94574e-07
0.00525066,5.29447e-07
0.00537567,5.6588e-07
0.00550069,6.03891e-07
0.0056257,6.43497e-07
0.00575072,6.84714e-07
0.00587573,7.27556e-07
0.00600075,7.72038e-07
0.00612577,8.18175e-07
0.00625078,8.65985e-07
0.0063758,9.15485e-07
0.00650081,9.66689e-07
0.00662583,1.01961e-06
0.00675084,1.07426e-06
0.00687586,1.13065e-06
0.00700088,1.18883e-06
0.00712589,1.24884e-06
0.00725091,1.31071e-06
0.00737592,1.37449e-06
0.00750094,1.44016e-06
0.00762595,1.50775e-06
0.00775097,1.57727e-06
0.00787598,1.64874e-06
0.008001,1.72221e-06
0.00812602,1.7977e-06
0.00825103,1.87525e-06
0.00837605,1.95492e-06
0.00850106,2.03676e-06
0.00862608,2.12083e-06
0.00875109,2.20718e-06
0.00887611,2.29586e-06
0.00900113,2.38693e-06
0.00912614,2.48044e-06
0.00925116,2.57643e-06
0.00937617,2.67495e-06
0.00950119,2.77605e-06
0.0096262,2.87976e-06
0.00975122,2.98612e-06
0.00987623,3.09517e-06
0.0100013,3.20695e-06
0.0101263,3.32151e-06
0.0102513,3.43887e-06
0.0103763,3.55909e-06
0.0105013,3.68219e-06
0.0106263,3.80822e-06
0.0107513,3.93721e-06
0.0108764,4.06921e-06
0.0110014,4.20428e-06
0.0111264,4.34248e-06
0.0112514,4.48388e-06
0.0113764,4.62852e-06
0.0115014,4.77647e-06
0.0116265,4.92777e-06
0.0117515,5.0825e-06
0.0118765,5.24068e-06
0.0120015,5.40238e-06
0.0121265,5.56766e-06
0.0122515,5.73656e-06
0.0123765,5.90915e-06
0.0125016,6.08549e-06
0.0126266,6.26565e-06
0.0127516,6.44969e-06
0.0128766,6.63767e-06
0.0130016,6.82966e-06
0.0131266,7.02574e-06
0.0132517,7.22596e-06
0.0133767,7.4304e-06
0.0135017,7.63909e-06
0.0136267,7.85209e-06
0.0137517,8.06943e-06
0.0138767,8.29117e-06
0.0140018,8.51736e-06
0.0141268,8.74807e-06
0.0142518,8.98333e-06
0.0143768,9.22318e-06
0.0145018,9.46764e-06
0.0146268,9.71672e-06
0.0147518,9.97044e-06
0.0148769,1.02288e-05
0.0150019,1.0492e-05
0.0151269,1.07599e-05
0.0152519,1.10326e-05
0.0153769,1.13101e-05
0.0155019,1.15926e-05
0.015627,1.188e-05
0.015752,1.21724e-05
0.015877,1.24698e-05
0.016002,1.27723e-05
0.016127,1.30799e-05
0.016252,1.33926e-05
0.016377,1.37104e-05
0.0165021,1.40334e-05
0.0166271,1.43617e-05
0.0167521,1.46952e-05
0.0168771,1.5034e-05
0.0170021,1.53781e-05
0.0171271,1.57276e-05
0.0172522,1.60825e-05
0.0173772,1.64428e-05
0.0175022,1.68087e-05
0.0176272,1.71801e-05
0.0177522,1.7557e-05
0.0178772,1.79394e-05
0.0180023,1.83275e-05
0.0181273,1.87212e-05
0.0182523,1.91206e-05
0.0183773,1.95256e-05
0.0185023,1.99364e-05
0.0186273,2.03528e-05
0.0187523,2.07749e-05
0.0188774,2.12026e-05
0.0190024,2.16361e-05
0.0191274,2.20753e-05
0.0192524,2.25202e-05
0.0193774,2.29708e-05
0.0195024,2.34272e-05
0.0196275,2.38894e-05
0.0197525,2.43574e-05
0.0198775,2.48312e-05
0.0200025,2.53109e-05
0.0201275,2.57965e-05
0.0202525,2.6288e-05
0.0203775,2.67855e-05
0.0205026,2.7289e-05
0.0206276,2.77985e-05
0.0207526,2.8314e-05
0.0208776,2.88355e-05
0.0210026,2.93632e-05
0.0211276,2.98971e-05
0.0212527,3.04371e-05
0.0213777,3.09834e-05
0.0215027,3.15359e-05
0.0216277,3.20947e-05
0.0217527,3.26598e-05
0.0218777,3.32313e-05
0.0220028,3.38092e-05
0.0221278,3.43935e-05
0.0222528,3.49843e-05
0.0223778,3.55816e-05
0.0225028,3.61855e-05
0.0226278,3.67959e-05
0.0227528,3.7413e-05
0.0228779,3.80366e-05
0.0230029,3.86669e-05
0.0231279,3.93039e-05
0.0232529,3.99475e-05
0.0233779,4.05978e-05
0.0235029,4.12548e-05
0.023628,4.19186e-05
0.023753,4.25892e-05
0.023878,4.32665e-05
0.024003,4.39508e-05
0.024128,4.46419e-05
0.024253,4.53401e-05
0.024378,4.60452e-05
0.0245031,4.67573e-05
0.0246281,4.74765e-05
0.0247531,4.82028e-05
0.0248781,4.89362e-05
0.0250031,4.96767e-05
0.0251281,5.04245e-05
